Zins/Laufzeit;Produkt;Effektivzins;Laufzeit;Faktor;Nominalzins
17|59|;9;17;59;44,455;15,9
17|60|;9;17;60;45,284;15,9
17|61|;9;17;61;46,107;15,9
17|62|;9;17;62;46,94;15,9
17|63|;9;17;63;47,772;15,9
17|64|;9;17;64;48,608;15,9
17|65|;9;17;65;49,448;15,9
17|66|;9;17;66;50,295;15,9
17|67|;9;17;67;51,138;15,9
17|68|;9;17;68;51,993;15,9
17|69|;9;17;69;52,835;15,9
17|70|;9;17;70;53,692;15,9
17|71|;9;17;71;54,538;15,9
17|72|;9;17;72;55,404;15,9
17,1|6|;9;17,1;6;4,685;15,9
17,1|7|;9;17,1;7;5,366;15,9
17,1|8|;9;17,1;8;6,049;15,9
17,1|9|;9;17,1;9;6,736;15,9
17,1|10|;9;17,1;10;7,426;15,9
17,1|11|;9;17,1;11;8,119;15,9
17,1|12|;9;17,1;12;8,813;15,9
17,1|13|;9;17,1;13;9,512;15,9
17,1|14|;9;17,1;14;10,213;15,9
17,1|15|;9;17,1;15;10,919;15,9
17,1|16|;9;17,1;16;11,625;15,9
17,1|17|;9;17,1;17;12,336;15,9
17,1|18|;9;17,1;18;13,047;15,9
17,1|19|;9;17,1;19;13,764;15,9
17,1|20|;9;17,1;20;14,484;15,9
17,1|21|;9;17,1;21;15,201;15,9
17,1|22|;9;17,1;22;15,926;15,9
17,1|23|;9;17,1;23;16,656;15,9
17,1|24|;9;17,1;24;17,384;15,9
17,1|25|;9;17,1;25;18,12;15,9
17,1|26|;9;17,1;26;18,856;15,9
17,1|27|;9;17,1;27;19,593;15,9
17,1|28|;9;17,1;28;20,332;15,9
17,1|29|;9;17,1;29;21,08;15,9
17,1|30|;9;17,1;30;21,824;15,9
17,1|31|;9;17,1;31;22,574;15,9
17,1|32|;9;17,1;32;23,328;15,9
17,1|33|;9;17,1;33;24,086;15,9
17,1|34|;9;17,1;34;24,841;15,9
17,1|35|;9;17,1;35;25,608;15,9
17,1|36|;9;17,1;36;26,367;15,9
17,1|37|;9;17,1;37;27,139;15,9
17,1|38|;9;17,1;38;27,908;15,9
17,1|39|;9;17,1;39;28,676;15,9
17,1|40|;9;17,1;40;29,456;15,9
17,1|41|;9;17,1;41;30,232;15,9
17,1|42|;9;17,1;42;31,014;15,9
17,1|43|;9;17,1;43;31,803;15,9
17,1|44|;9;17,1;44;32,589;15,9
17,1|45|;9;17,1;45;33,38;15,9
17,1|46|;9;17,1;46;34,172;15,9
17,1|47|;9;17,1;47;34,965;15,9
17,1|48|;9;17,1;48;35,763;15,9
17,1|49|;9;17,1;49;36,563;15,9
17,1|50|;9;17,1;50;37,37;15,9
17,1|51|;9;17,1;51;38,179;15,9
17,1|52|;9;17,1;52;38,985;15,9
17,1|53|;9;17,1;53;39,792;15,9
17,1|54|;9;17,1;54;40,616;15,9
17,1|55|;9;17,1;55;41,427;15,9
17,1|56|;9;17,1;56;42,251;15,9
17,1|57|;9;17,1;57;43,07;15,9
17,1|58|;9;17,1;58;43,898;15,9
17,1|59|;9;17,1;59;44,727;15,9
17,1|60|;9;17,1;60;45,56;15,9
17,1|61|;9;17,1;61;46,387;15,9
17,1|62|;9;17,1;62;47,225;15,9
17,1|63|;9;17,1;63;48,062;15,9
17,1|64|;9;17,1;64;48,915;15,9
17,1|65|;9;17,1;65;49,76;15,9
17,1|66|;9;17,1;66;50,598;15,9
17,1|67|;9;17,1;67;51,46;15,9
17,1|68|;9;17,1;68;52,306;15,9
17,1|69|;9;17,1;69;53,166;15,9
17,1|70|;9;17,1;70;54,028;15,9
17,1|71|;9;17,1;71;54,879;15,9
17,1|72|;9;17,1;72;55,75;15,9
17,2|6|;9;17,2;6;4,71;16
17,2|7|;9;17,2;7;5,396;16
17,2|8|;9;17,2;8;6,083;16
17,2|9|;9;17,2;9;6,774;16
17,2|10|;9;17,2;10;7,468;16
17,2|11|;9;17,2;11;8,165;16
17,2|12|;9;17,2;12;8,864;16
17,2|13|;9;17,2;13;9,566;16
17,2|14|;9;17,2;14;10,272;16
17,2|15|;9;17,2;15;10,979;16
17,2|16|;9;17,2;16;11,689;16
17,2|17|;9;17,2;17;12,404;16
17,2|18|;9;17,2;18;13,122;16
17,2|19|;9;17,2;19;13,84;16
17,2|20|;9;17,2;20;14,564;16
17,2|21|;9;17,2;21;15,29;16
17,2|22|;9;17,2;22;16,019;16
17,2|23|;9;17,2;23;16,748;16
17,2|24|;9;17,2;24;17,484;16
17,2|25|;9;17,2;25;18,22;16
17,2|26|;9;17,2;26;18,96;16
17,2|27|;9;17,2;27;19,707;16
17,2|28|;9;17,2;28;20,45;16
17,2|29|;9;17,2;29;21,202;16
17,2|30|;9;17,2;30;21,95;16
17,2|31|;9;17,2;31;22,704;16
17,2|32|;9;17,2;32;23,462;16
17,2|33|;9;17,2;33;24,225;16
17,2|34|;9;17,2;34;24,99;16
17,2|35|;9;17,2;35;25,755;16
17,2|36|;9;17,2;36;26,525;16
17,2|37|;9;17,2;37;27,294;16
17,2|38|;9;17,2;38;28,067;16
17,2|39|;9;17,2;39;28,848;16
17,2|40|;9;17,2;40;29,632;16
17,2|41|;9;17,2;41;30,412;16
17,2|42|;9;17,2;42;31,199;16
17,2|43|;9;17,2;43;31,984;16
17,2|44|;9;17,2;44;32,783;16
17,2|45|;9;17,2;45;33,578;16
17,2|46|;9;17,2;46;34,375;16
17,2|47|;9;17,2;47;35,172;16
17,2|48|;9;17,2;48;35,974;16
17,2|49|;9;17,2;49;36,778;16
17,2|50|;9;17,2;50;37,59;16
17,2|51|;9;17,2;51;38,403;16
17,2|52|;9;17,2;52;39,214;16
17,2|53|;9;17,2;53;40,036;16
17,2|54|;9;17,2;54;40,853;16
17,2|55|;9;17,2;55;41,68;16
17,2|56|;9;17,2;56;42,497;16
17,2|57|;9;17,2;57;43,332;16
17,2|58|;9;17,2;58;44,164;16
17,2|59|;9;17,2;59;44,998;16
17,2|60|;9;17,2;60;45,836;16
17,2|61|;9;17,2;61;46,668;16
17,2|62|;9;17,2;62;47,51;16
17,2|63|;9;17,2;63;48,365;16
17,2|64|;9;17,2;64;49,209;16
17,2|65|;9;17,2;65;50,059;16
17,2|66|;9;17,2;66;50,915;16
17,2|67|;9;17,2;67;51,768;16
17,2|68|;9;17,2;68;52,632;16
17,2|69|;9;17,2;69;53,483;16
17,2|70|;9;17,2;70;54,35;16
17,2|71|;9;17,2;71;55,22;16
17,2|72|;9;17,2;72;56,081;16
17,3|6|;9;17,3;6;4,737;16,1
17,3|7|;9;17,3;7;5,425;16,1
17,3|8|;9;17,3;8;6,116;16,1
17,3|9|;9;17,3;9;6,812;16,1
17,3|10|;9;17,3;10;7,51;16,1
17,3|11|;9;17,3;11;8,209;16,1
17,3|12|;9;17,3;12;8,912;16,1
17,3|13|;9;17,3;13;9,618;16,1
17,3|14|;9;17,3;14;10,328;16,1
17,3|15|;9;17,3;15;11,042;16,1
17,3|16|;9;17,3;16;11,756;16,1
17,3|17|;9;17,3;17;12,475;16,1
17,3|18|;9;17,3;18;13,194;16,1
17,3|19|;9;17,3;19;13,92;16,1
17,3|20|;9;17,3;20;14,648;16,1
17,3|21|;9;17,3;21;15,378;16,1
17,3|22|;9;17,3;22;16,107;16,1
17,3|23|;9;17,3;23;16,844;16,1
17,3|24|;9;17,3;24;17,585;16,1
17,3|25|;9;17,3;25;18,325;16,1
17,3|26|;9;17,3;26;19,069;16,1
17,3|27|;9;17,3;27;19,815;16,1
17,3|28|;9;17,3;28;20,568;16,1
17,3|29|;9;17,3;29;21,324;16,1
17,3|30|;9;17,3;30;22,076;16,1
17,3|31|;9;17,3;31;22,834;16,1
17,3|32|;9;17,3;32;23,596;16,1
17,3|33|;9;17,3;33;24,363;16,1
17,3|34|;9;17,3;34;25,133;16,1
17,3|35|;9;17,3;35;25,902;16,1
17,3|36|;9;17,3;36;26,676;16,1
17,3|37|;9;17,3;37;27,457;16,1
17,3|38|;9;17,3;38;28,234;16,1
17,3|39|;9;17,3;39;29,019;16,1
17,3|40|;9;17,3;40;29,8;16,1
17,3|41|;9;17,3;41;30,593;16,1
17,3|42|;9;17,3;42;31,384;16,1
17,3|43|;9;17,3;43;32,173;16,1
17,3|44|;9;17,3;44;32,968;16,1
17,3|45|;9;17,3;45;33,776;16,1
17,3|46|;9;17,3;46;34,577;16,1
17,3|47|;9;17,3;47;35,378;16,1
17,3|48|;9;17,3;48;36,185;16,1
17,3|49|;9;17,3;49;37,004;16,1
17,3|50|;9;17,3;50;37,81;16,1
17,3|51|;9;17,3;51;38,628;16,1
17,3|52|;9;17,3;52;39,453;16,1
17,3|53|;9;17,3;53;40,269;16,1
17,3|54|;9;17,3;54;41,102;16,1
17,3|55|;9;17,3;55;41,922;16,1
17,3|56|;9;17,3;56;42,755;16,1
17,3|57|;9;17,3;57;43,594;16,1
17,3|58|;9;17,3;58;44,431;16,1
17,3|59|;9;17,3;59;45,269;16,1
17,3|60|;9;17,3;60;46,112;16,1
17,3|61|;9;17,3;61;46,949;16,1
17,3|62|;9;17,3;62;47,808;16,1
17,3|63|;9;17,3;63;48,654;16,1
17,3|64|;9;17,3;64;49,504;16,1
17,3|65|;9;17,3;65;50,358;16,1
17,3|66|;9;17,3;66;51,219;16,1
17,3|67|;9;17,3;67;52,076;16,1
17,3|68|;9;17,3;68;52,945;16,1
17,3|69|;9;17,3;69;53,814;16,1
17,3|70|;9;17,3;70;54,686;16,1
17,3|71|;9;17,3;71;55,561;16,1
17,3|72|;9;17,3;72;56,427;16,1
17,4|6|;9;17,4;6;4,762;16,2
17,4|7|;9;17,4;7;5,455;16,2
17,4|8|;9;17,4;8;6,15;16,2
17,4|9|;9;17,4;9;6,848;16,2
17,4|10|;9;17,4;10;7,55;16,2
17,4|11|;9;17,4;11;8,255;16,2
17,4|12|;9;17,4;12;8,962;16,2
17,4|13|;9;17,4;13;9,673;16,2
17,4|14|;9;17,4;14;10,384;16,2
17,4|15|;9;17,4;15;11,102;16,2
17,4|16|;9;17,4;16;11,82;16,2
17,4|17|;9;17,4;17;12,543;16,2
17,4|18|;9;17,4;18;13,27;16,2
17,4|19|;9;17,4;19;13,996;16,2
17,4|20|;9;17,4;20;14,728;16,2
17,4|21|;9;17,4;21;15,462;16,2
17,4|22|;9;17,4;22;16,199;16,2
17,4|23|;9;17,4;23;16,941;16,2
17,4|24|;9;17,4;24;17,681;16,2
17,4|25|;9;17,4;25;18,43;16,2
17,4|26|;9;17,4;26;19,178;16,2
17,4|27|;9;17,4;27;19,928;16,2
17,4|28|;9;17,4;28;20,685;16,2
17,4|29|;9;17,4;29;21,44;16,2
17,4|30|;9;17,4;30;22,202;16,2
17,4|31|;9;17,4;31;22,964;16,2
17,4|32|;9;17,4;32;23,737;16,2
17,4|33|;9;17,4;33;24,502;16,2
17,4|34|;9;17,4;34;25,276;16,2
17,4|35|;9;17,4;35;26,049;16,2
17,4|36|;9;17,4;36;26,828;16,2
17,4|37|;9;17,4;37;27,613;16,2
17,4|38|;9;17,4;38;28,394;16,2
17,4|39|;9;17,4;39;29,183;16,2
17,4|40|;9;17,4;40;29,976;16,2
17,4|41|;9;17,4;41;30,765;16,2
17,4|42|;9;17,4;42;31,56;16,2
17,4|43|;9;17,4;43;32,362;16,2
17,4|44|;9;17,4;44;33,161;16,2
17,4|45|;9;17,4;45;33,965;16,2
17,4|46|;9;17,4;46;34,78;16,2
17,4|47|;9;17,4;47;35,585;16,2
17,4|48|;9;17,4;48;36,396;16,2
17,4|49|;9;17,4;49;37,219;16,2
17,4|50|;9;17,4;50;38,04;16,2
17,4|51|;9;17,4;51;38,862;16,2
17,4|52|;9;17,4;52;39,682;16,2
17,4|53|;9;17,4;53;40,513;16,2
17,4|54|;9;17,4;54;41,339;16,2
17,4|55|;9;17,4;55;42,175;16,2
17,4|56|;9;17,4;56;43,012;16,2
17,4|57|;9;17,4;57;43,845;16,2
17,4|58|;9;17,4;58;44,686;16,2
17,4|59|;9;17,4;59;45,541;16,2
17,4|60|;9;17,4;60;46,388;16,2
17,4|61|;9;17,4;61;47,229;16,2
17,4|62|;9;17,4;62;48,093;16,2
17,4|63|;9;17,4;63;48,944;16,2
17,4|64|;9;17,4;64;49,798;16,2
17,4|65|;9;17,4;65;50,67;16,2
17,4|66|;9;17,4;66;51,536;16,2
17,4|67|;9;17,4;67;52,398;16,2
17,4|68|;9;17,4;68;53,272;16,2
17,4|69|;9;17,4;69;54,146;16,2
17,4|70|;9;17,4;70;55,008;16,2
17,4|71|;9;17,4;71;55,887;16,2
17,4|72|;9;17,4;72;56,772;16,2
17,5|6|;9;17,5;6;4,788;16,3
17,5|7|;9;17,5;7;5,484;16,3
17,5|8|;9;17,5;8;6,184;16,3
17,5|9|;9;17,5;9;6,885;16,3
17,5|10|;9;17,5;10;7,592;16,3
17,5|11|;9;17,5;11;8,299;16,3
17,5|12|;9;17,5;12;9,01;16,3
17,5|13|;9;17,5;13;9,725;16,3
17,5|14|;9;17,5;14;10,443;16,3
17,5|15|;9;17,5;15;11,162;16,3
17,5|16|;9;17,5;16;11,884;16,3
17,5|17|;9;17,5;17;12,611;16,3
17,5|18|;9;17,5;18;13,342;16,3
17,5|19|;9;17,5;19;14,076;16,3
17,5|20|;9;17,5;20;14,812;16,3
17,5|21|;9;17,5;21;15,55;16,3
17,5|22|;9;17,5;22;16,292;16,3
17,5|23|;9;17,5;23;17,033;16,3
17,5|24|;9;17,5;24;17,782;16,3
17,5|25|;9;17,5;25;18,53;16,3
17,5|26|;9;17,5;26;19,288;16,3
17,5|27|;9;17,5;27;20,042;16,3
17,5|28|;9;17,5;28;20,803;16,3
17,5|29|;9;17,5;29;21,562;16,3
17,5|30|;9;17,5;30;22,328;16,3
17,5|31|;9;17,5;31;23,101;16,3
17,5|32|;9;17,5;32;23,872;16,3
17,5|33|;9;17,5;33;24,641;16,3
17,5|34|;9;17,5;34;25,419;16,3
17,5|35|;9;17,5;35;26,203;16,3
17,5|36|;9;17,5;36;26,986;16,3
17,5|37|;9;17,5;37;27,768;16,3
17,5|38|;9;17,5;38;28,561;16,3
17,5|39|;9;17,5;39;29,355;16,3
17,5|40|;9;17,5;40;30,144;16,3
17,5|41|;9;17,5;41;30,945;16,3
17,5|42|;9;17,5;42;31,745;16,3
17,5|43|;9;17,5;43;32,551;16,3
17,5|44|;9;17,5;44;33,355;16,3
17,5|45|;9;17,5;45;34,163;16,3
17,5|46|;9;17,5;46;34,982;16,3
17,5|47|;9;17,5;47;35,792;16,3
17,5|48|;9;17,5;48;36,617;16,3
17,5|49|;9;17,5;49;37,435;16,3
17,5|50|;9;17,5;50;38,26;16,3
17,5|51|;9;17,5;51;39,087;16,3
17,5|52|;9;17,5;52;39,921;16,3
17,5|53|;9;17,5;53;40,746;16,3
17,5|54|;9;17,5;54;41,588;16,3
17,5|55|;9;17,5;55;42,428;16,3
17,5|56|;9;17,5;56;43,27;16,3
17,5|57|;9;17,5;57;44,107;16,3
17,5|58|;9;17,5;58;44,953;16,3
17,5|59|;9;17,5;59;45,812;16,3
17,5|60|;9;17,5;60;46,664;16,3
17,5|61|;9;17,5;61;47,522;16,3
17,5|62|;9;17,5;62;48,378;16,3
17,5|63|;9;17,5;63;49,234;16,3
17,5|64|;9;17,5;64;50,105;16,3
17,5|65|;9;17,5;65;50,969;16,3
17,5|66|;9;17,5;66;51,839;16,3
17,5|67|;9;17,5;67;52,706;16,3
17,5|68|;9;17,5;68;53,584;16,3
17,5|69|;9;17,5;69;54,463;16,3
17,5|70|;9;17,5;70;55,344;16,3
17,5|71|;9;17,5;71;56,228;16,3
17,5|72|;9;17,5;72;57,118;16,3
17,6|6|;9;17,6;6;4,814;16,4
17,6|7|;9;17,6;7;5,513;16,4
17,6|8|;9;17,6;8;6,217;16,4
17,6|9|;9;17,6;9;6,923;16,4
17,6|10|;9;17,6;10;7,632;16,4
17,6|11|;9;17,6;11;8,345;16,4
17,6|12|;9;17,6;12;9,06;16,4
17,6|13|;9;17,6;13;9,777;16,4
17,6|14|;9;17,6;14;10,499;16,4
17,6|15|;9;17,6;15;11,225;16,4
17,6|16|;9;17,6;16;11,952;16,4
17,6|17|;9;17,6;17;12,682;16,4
17,6|18|;9;17,6;18;13,414;16,4
17,6|19|;9;17,6;19;14,152;16,4
17,6|20|;9;17,6;20;14,892;16,4
17,6|21|;9;17,6;21;15,634;16,4
17,6|22|;9;17,6;22;16,38;16,4
17,6|23|;9;17,6;23;17,129;16,4
17,6|24|;9;17,6;24;17,883;16,4
17,6|25|;9;17,6;25;18,635;16,4
17,6|26|;9;17,6;26;19,392;16,4
17,6|27|;9;17,6;27;20,155;16,4
17,6|28|;9;17,6;28;20,92;16,4
17,6|29|;9;17,6;29;21,684;16,4
17,6|30|;9;17,6;30;22,454;16,4
17,6|31|;9;17,6;31;23,231;16,4
17,6|32|;9;17,6;32;24,006;16,4
17,6|33|;9;17,6;33;24,786;16,4
17,6|34|;9;17,6;34;25,562;16,4
17,6|35|;9;17,6;35;26,35;16,4
17,6|36|;9;17,6;36;27,137;16,4
17,6|37|;9;17,6;37;27,931;16,4
17,6|38|;9;17,6;38;28,721;16,4
17,6|39|;9;17,6;39;29,519;16,4
17,6|40|;9;17,6;40;30,32;16,4
17,6|41|;9;17,6;41;31,126;16,4
17,6|42|;9;17,6;42;31,93;16,4
17,6|43|;9;17,6;43;32,741;16,4
17,6|44|;9;17,6;44;33,548;16,4
17,6|45|;9;17,6;45;34,361;16,4
17,6|46|;9;17,6;46;35,184;16,4
17,6|47|;9;17,6;47;35,999;16,4
17,6|48|;9;17,6;48;36,828;16,4
17,6|49|;9;17,6;49;37,65;16,4
17,6|50|;9;17,6;50;38,48;16,4
17,6|51|;9;17,6;51;39,311;16,4
17,6|52|;9;17,6;52;40,15;16,4
17,6|53|;9;17,6;53;40,99;16,4
17,6|54|;9;17,6;54;41,825;16,4
17,6|55|;9;17,6;55;42,67;16,4
17,6|56|;9;17,6;56;43,516;16,4
17,6|57|;9;17,6;57;44,369;16,4
17,6|58|;9;17,6;58;45,22;16,4
17,6|59|;9;17,6;59;46,072;16,4
17,6|60|;9;17,6;60;46,94;16,4
17,6|61|;9;17,6;61;47,803;16,4
17,6|62|;9;17,6;62;48,663;16,4
17,6|63|;9;17,6;63;49,524;16,4
17,6|64|;9;17,6;64;50,4;16,4
17,6|65|;9;17,6;65;51,268;16,4
17,6|66|;9;17,6;66;52,143;16,4
17,6|67|;9;17,6;67;53,028;16,4
17,6|68|;9;17,6;68;53,911;16,4
17,6|69|;9;17,6;69;54,794;16,4
17,6|70|;9;17,6;70;55,68;16,4
17,6|71|;9;17,6;71;56,569;16,4
17,6|72|;9;17,6;72;57,464;16,4
17,7|6|;9;17,7;6;4,84;16,5
17,7|7|;9;17,7;7;5,543;16,5
17,7|8|;9;17,7;8;6,251;16,5
17,7|9|;9;17,7;9;6,959;16,5
17,7|10|;9;17,7;10;7,674;16,5
17,7|11|;9;17,7;11;8,389;16,5
17,7|12|;9;17,7;12;9,108;16,5
17,7|13|;9;17,7;13;9,831;16,5
17,7|14|;9;17,7;14;10,558;16,5
17,7|15|;9;17,7;15;11,285;16,5
17,7|16|;9;17,7;16;12,016;16,5
17,7|17|;9;17,7;17;12,75;16,5
17,7|18|;9;17,7;18;13,49;16,5
17,7|19|;9;17,7;19;14,228;16,5
17,7|20|;9;17,7;20;14,972;16,5
17,7|21|;9;17,7;21;15,722;16,5
17,7|22|;9;17,7;22;16,472;16,5
17,7|23|;9;17,7;23;17,221;16,5
17,7|24|;9;17,7;24;17,979;16,5
17,7|25|;9;17,7;25;18,74;16,5
17,7|26|;9;17,7;26;19,501;16,5
17,7|27|;9;17,7;27;20,268;16,5
17,7|28|;9;17,7;28;21,032;16,5
17,7|29|;9;17,7;29;21,805;16,5
17,7|30|;9;17,7;30;22,58;16,5
17,7|31|;9;17,7;31;23,361;16,5
17,7|32|;9;17,7;32;24,14;16,5
17,7|33|;9;17,7;33;24,924;16,5
17,7|34|;9;17,7;34;25,711;16,5
17,7|35|;9;17,7;35;26,497;16,5
17,7|36|;9;17,7;36;27,288;16,5
17,7|37|;9;17,7;37;28,086;16,5
17,7|38|;9;17,7;38;28,888;16,5
17,7|39|;9;17,7;39;29,69;16,5
17,7|40|;9;17,7;40;30,496;16,5
17,7|41|;9;17,7;41;31,298;16,5
17,7|42|;9;17,7;42;32,115;16,5
17,7|43|;9;17,7;43;32,921;16,5
17,7|44|;9;17,7;44;33,742;16,5
17,7|45|;9;17,7;45;34,559;16,5
17,7|46|;9;17,7;46;35,387;16,5
17,7|47|;9;17,7;47;36,206;16,5
17,7|48|;9;17,7;48;37,04;16,5
17,7|49|;9;17,7;49;37,866;16,5
17,7|50|;9;17,7;50;38,7;16,5
17,7|51|;9;17,7;51;39,546;16,5
17,7|52|;9;17,7;52;40,379;16,5
17,7|53|;9;17,7;53;41,223;16,5
17,7|54|;9;17,7;54;42,074;16,5
17,7|55|;9;17,7;55;42,923;16,5
17,7|56|;9;17,7;56;43,774;16,5
17,7|57|;9;17,7;57;44,631;16,5
17,7|58|;9;17,7;58;45,487;16,5
17,7|59|;9;17,7;59;46,343;16,5
17,7|60|;9;17,7;60;47,216;16,5
17,7|61|;9;17,7;61;48,083;16,5
17,7|62|;9;17,7;62;48,948;16,5
17,7|63|;9;17,7;63;49,826;16,5
17,7|64|;9;17,7;64;50,694;16,5
17,7|65|;9;17,7;65;51,58;16,5
17,7|66|;9;17,7;66;52,46;16,5
17,7|67|;9;17,7;67;53,336;16,5
17,7|68|;9;17,7;68;54,224;16,5
17,7|69|;9;17,7;69;55,112;16,5
17,7|70|;9;17,7;70;56,016;16,5
17,7|71|;9;17,7;71;56,91;16,5
17,7|72|;9;17,7;72;57,809;16,5
17,8|6|;9;17,8;6;4,865;16,5
17,8|7|;9;17,8;7;5,572;16,5
17,8|8|;9;17,8;8;6,283;16,5
17,8|9|;9;17,8;9;6,997;16,5
17,8|10|;9;17,8;10;7,714;16,5
17,8|11|;9;17,8;11;8,433;16,5
17,8|12|;9;17,8;12;9,156;16,5
17,8|13|;9;17,8;13;9,883;16,5
17,8|14|;9;17,8;14;10,614;16,5
17,8|15|;9;17,8;15;11,345;16,5
17,8|16|;9;17,8;16;12,083;16,5
17,8|17|;9;17,8;17;12,822;16,5
17,8|18|;9;17,8;18;13,562;16,5
17,8|19|;9;17,8;19;14,307;16,5
17,8|20|;9;17,8;20;15,056;16,5
17,8|21|;9;17,8;21;15,806;16,5
17,8|22|;9;17,8;22;16,56;16,5
17,8|23|;9;17,8;23;17,318;16,5
17,8|24|;9;17,8;24;18,08;16,5
17,8|25|;9;17,8;25;18,84;16,5
17,8|26|;9;17,8;26;19,61;16,5
17,8|27|;9;17,8;27;20,376;16,5
17,8|28|;9;17,8;28;21,15;16,5
17,8|29|;9;17,8;29;21,927;16,5
17,8|30|;9;17,8;30;22,706;16,5
17,8|31|;9;17,8;31;23,491;16,5
17,8|32|;9;17,8;32;24,275;16,5
17,8|33|;9;17,8;33;25,063;16,5
17,8|34|;9;17,8;34;25,854;16,5
17,8|35|;9;17,8;35;26,651;16,5
17,8|36|;9;17,8;36;27,447;16,5
17,8|37|;9;17,8;37;28,249;16,5
17,8|38|;9;17,8;38;29,048;16,5
17,8|39|;9;17,8;39;29,854;16,5
17,8|40|;9;17,8;40;30,664;16,5
17,8|41|;9;17,8;41;31,478;16,5
17,8|42|;9;17,8;42;32,291;16,5
17,8|43|;9;17,8;43;33,11;16,5
17,8|44|;9;17,8;44;33,936;16,5
17,8|45|;9;17,8;45;34,757;16,5
17,8|46|;9;17,8;46;35,589;16,5
17,8|47|;9;17,8;47;36,412;16,5
17,8|48|;9;17,8;48;37,251;16,5
17,8|49|;9;17,8;49;38,091;16,5
17,8|50|;9;17,8;50;38,93;16,5
17,8|51|;9;17,8;51;39,77;16,5
17,8|52|;9;17,8;52;40,618;16,5
17,8|53|;9;17,8;53;41,467;16,5
17,8|54|;9;17,8;54;42,311;16,5
17,8|55|;9;17,8;55;43,176;16,5
17,8|56|;9;17,8;56;44,032;16,5
17,8|57|;9;17,8;57;44,894;16,5
17,8|58|;9;17,8;58;45,754;16,5
17,8|59|;9;17,8;59;46,615;16,5
17,8|60|;9;17,8;60;47,492;16,5
17,8|61|;9;17,8;61;48,364;16,5
17,8|62|;9;17,8;62;49,234;16,5
17,8|63|;9;17,8;63;50,116;16,5
17,8|64|;9;17,8;64;50,988;16,5
17,8|65|;9;17,8;65;51,879;16,5
17,8|66|;9;17,8;66;52,763;16,5
17,8|67|;9;17,8;67;53,657;16,5
17,8|68|;9;17,8;68;54,55;16,5
17,8|69|;9;17,8;69;55,443;16,5
17,8|70|;9;17,8;70;56,338;16,5
17,8|71|;9;17,8;71;57,236;16,5
17,8|72|;9;17,8;72;58,14;16,5
17,9|6|;9;17,9;6;4,89;16,6
17,9|7|;9;17,9;7;5,602;16,6
17,9|8|;9;17,9;8;6,316;16,6
17,9|9|;9;17,9;9;7,035;16,6
17,9|10|;9;17,9;10;7,756;16,6
17,9|11|;9;17,9;11;8,479;16,6
17,9|12|;9;17,9;12;9,207;16,6
17,9|13|;9;17,9;13;9,935;16,6
17,9|14|;9;17,9;14;10,67;16,6
17,9|15|;9;17,9;15;11,408;16,6
17,9|16|;9;17,9;16;12,147;16,6
17,9|17|;9;17,9;17;12,89;16,6
17,9|18|;9;17,9;18;13,634;16,6
17,9|19|;9;17,9;19;14,383;16,6
17,9|20|;9;17,9;20;15,136;16,6
17,9|21|;9;17,9;21;15,894;16,6
17,9|22|;9;17,9;22;16,652;16,6
17,9|23|;9;17,9;23;17,415;16,6
17,9|24|;9;17,9;24;18,176;16,6
17,9|25|;9;17,9;25;18,945;16,6
17,9|26|;9;17,9;26;19,714;16,6
17,9|27|;9;17,9;27;20,49;16,6
17,9|28|;9;17,9;28;21,268;16,6
17,9|29|;9;17,9;29;22,049;16,6
17,9|30|;9;17,9;30;22,832;16,6
17,9|31|;9;17,9;31;23,621;16,6
17,9|32|;9;17,9;32;24,409;16,6
17,9|33|;9;17,9;33;25,202;16,6
17,9|34|;9;17,9;34;25,997;16,6
17,9|35|;9;17,9;35;26,798;16,6
17,9|36|;9;17,9;36;27,598;16,6
17,9|37|;9;17,9;37;28,404;16,6
17,9|38|;9;17,9;38;29,215;16,6
17,9|39|;9;17,9;39;30,026;16,6
17,9|40|;9;17,9;40;30,84;16,6
17,9|41|;9;17,9;41;31,659;16,6
17,9|42|;9;17,9;42;32,476;16,6
17,9|43|;9;17,9;43;33,3;16,6
17,9|44|;9;17,9;44;34,129;16,6
17,9|45|;9;17,9;45;34,955;16,6
17,9|46|;9;17,9;46;35,792;16,6
17,9|47|;9;17,9;47;36,629;16,6
17,9|48|;9;17,9;48;37,462;16,6
17,9|49|;9;17,9;49;38,307;16,6
17,9|50|;9;17,9;50;39,15;16,6
17,9|51|;9;17,9;51;39,995;16,6
17,9|52|;9;17,9;52;40,847;16,6
17,9|53|;9;17,9;53;41,7;16,6
17,9|54|;9;17,9;54;42,56;16,6
17,9|55|;9;17,9;55;43,418;16,6
17,9|56|;9;17,9;56;44,278;16,6
17,9|57|;9;17,9;57;45,144;16,6
17,9|58|;9;17,9;58;46,02;16,6
17,9|59|;9;17,9;59;46,886;16,6
17,9|60|;9;17,9;60;47,768;16,6
17,9|61|;9;17,9;61;48,644;16,6
17,9|62|;9;17,9;62;49,519;16,6
17,9|63|;9;17,9;63;50,406;16,6
17,9|64|;9;17,9;64;51,296;16,6
17,9|65|;9;17,9;65;52,178;16,6
17,9|66|;9;17,9;66;53,08;16,6
17,9|67|;9;17,9;67;53,966;16,6
17,9|68|;9;17,9;68;54,863;16,6
17,9|69|;9;17,9;69;55,774;16,6
17,9|70|;9;17,9;70;56,674;16,6
