Zins/Laufzeit;Produkt;Effektivzins;Laufzeit;Faktor;Nominalzins
5,1|15|;9;5,1;15;3,356;5
5,1|16|;9;5,1;16;3,568;5
5,1|17|;9;5,1;17;3,778;5
5,1|18|;9;5,1;18;3,993;5
5,1|19|;9;5,1;19;4,203;5
5,1|20|;9;5,1;20;4,42;5
5,1|21|;9;5,1;21;4,63;5
5,1|22|;9;5,1;22;4,847;5
5,1|23|;9;5,1;23;5,059;5
5,1|24|;9;5,1;24;5,273;5
5,1|25|;9;5,1;25;5,49;5
5,1|26|;9;5,1;26;5,705;5
5,1|27|;9;5,1;27;5,921;5
5,1|28|;9;5,1;28;6,136;5
5,1|29|;9;5,1;29;6,348;5
5,1|30|;9;5,1;30;6,566;5
5,1|31|;9;5,1;31;6,782;5
5,1|32|;9;5,1;32;7,001;5
5,1|33|;9;5,1;33;7,217;5
5,1|34|;9;5,1;34;7,433;5
5,1|35|;9;5,1;35;7,653;5
5,1|36|;9;5,1;36;7,87;5
5,1|37|;9;5,1;37;8,091;5
5,1|38|;9;5,1;38;8,307;5
5,1|39|;9;5,1;39;8,529;5
5,1|40|;9;5,1;40;8,744;5
5,1|41|;9;5,1;41;8,961;5
5,1|42|;9;5,1;42;9,183;5
5,1|43|;9;5,1;43;9,4;5
5,1|44|;9;5,1;44;9,621;5
5,1|45|;9;5,1;45;9,845;5
5,1|46|;9;5,1;46;10,068;5
5,1|47|;9;5,1;47;10,29;5
5,1|48|;9;5,1;48;10,505;5
5,1|49|;9;5,1;49;10,73;5
5,1|50|;9;5,1;50;10,95;5
5,1|51|;9;5,1;51;11,169;5
5,1|52|;9;5,1;52;11,394;5
5,1|53|;9;5,1;53;11,618;5
5,1|54|;9;5,1;54;11,844;5
5,1|55|;9;5,1;55;12,068;5
5,1|56|;9;5,1;56;12,291;5
5,1|57|;9;5,1;57;12,506;5
5,1|58|;9;5,1;58;12,74;5
5,1|59|;9;5,1;59;12,961;5
5,1|60|;9;5,1;60;13,184;5
5,1|61|;9;5,1;61;13,411;5
5,1|62|;9;5,1;62;13,633;5
5,1|63|;9;5,1;63;13,866;5
5,1|64|;9;5,1;64;14,086;5
5,1|65|;9;5,1;65;14,309;5
5,1|66|;9;5,1;66;14,536;5
5,1|67|;9;5,1;67;14,771;5
5,1|68|;9;5,1;68;14,988;5
5,1|69|;9;5,1;69;15,216;5
5,1|70|;9;5,1;70;15,444;5
5,1|71|;9;5,1;71;15,673;5
5,1|72|;9;5,1;72;15,905;5
5,2|6|;9;5,2;6;1,486;5,1
5,2|7|;9;5,2;7;1,7;5,1
5,2|8|;9;5,2;8;1,915;5,1
5,2|9|;9;5,2;9;2,128;5,1
5,2|10|;9;5,2;10;2,344;5,1
5,2|11|;9;5,2;11;2,557;5,1
5,2|12|;9;5,2;12;2,772;5,1
5,2|13|;9;5,2;13;2,988;5,1
5,2|14|;9;5,2;14;3,205;5,1
5,2|15|;9;5,2;15;3,419;5,1
5,2|16|;9;5,2;16;3,635;5,1
5,2|17|;9;5,2;17;3,853;5,1
5,2|18|;9;5,2;18;4,068;5,1
5,2|19|;9;5,2;19;4,287;5,1
5,2|20|;9;5,2;20;4,504;5,1
5,2|21|;9;5,2;21;4,722;5,1
5,2|22|;9;5,2;22;4,94;5,1
5,2|23|;9;5,2;23;5,16;5,1
5,2|24|;9;5,2;24;5,379;5,1
5,2|25|;9;5,2;25;5,595;5,1
5,2|26|;9;5,2;26;5,814;5,1
5,2|27|;9;5,2;27;6,034;5,1
5,2|28|;9;5,2;28;6,254;5,1
5,2|29|;9;5,2;29;6,476;5,1
5,2|30|;9;5,2;30;6,698;5,1
5,2|31|;9;5,2;31;6,919;5,1
5,2|32|;9;5,2;32;7,136;5,1
5,2|33|;9;5,2;33;7,355;5,1
5,2|34|;9;5,2;34;7,582;5,1
5,2|35|;9;5,2;35;7,8;5,1
5,2|36|;9;5,2;36;8,021;5,1
5,2|37|;9;5,2;37;8,247;5,1
5,2|38|;9;5,2;38;8,467;5,1
5,2|39|;9;5,2;39;8,693;5,1
5,2|40|;9;5,2;40;8,92;5,1
5,2|41|;9;5,2;41;9,142;5,1
5,2|42|;9;5,2;42;9,368;5,1
5,2|43|;9;5,2;43;9,589;5,1
5,2|44|;9;5,2;44;9,815;5,1
5,2|45|;9;5,2;45;10,034;5,1
5,2|46|;9;5,2;46;10,262;5,1
5,2|47|;9;5,2;47;10,487;5,1
5,2|48|;9;5,2;48;10,716;5,1
5,2|49|;9;5,2;49;10,936;5,1
5,2|50|;9;5,2;50;11,17;5,1
5,2|51|;9;5,2;51;11,394;5,1
5,2|52|;9;5,2;52;11,623;5,1
5,2|53|;9;5,2;53;11,851;5,1
5,2|54|;9;5,2;54;12,071;5,1
5,2|55|;9;5,2;55;12,299;5,1
5,2|56|;9;5,2;56;12,526;5,1
5,2|57|;9;5,2;57;12,757;5,1
5,2|58|;9;5,2;58;12,984;5,1
5,2|59|;9;5,2;59;13,221;5,1
5,2|60|;9;5,2;60;13,448;5,1
5,2|61|;9;5,2;61;13,679;5,1
5,2|62|;9;5,2;62;13,906;5,1
5,2|63|;9;5,2;63;14,143;5,1
5,2|64|;9;5,2;64;14,368;5,1
5,2|65|;9;5,2;65;14,595;5,1
5,2|66|;9;5,2;66;14,826;5,1
5,2|67|;9;5,2;67;15,065;5,1
5,2|68|;9;5,2;68;15,287;5,1
5,2|69|;9;5,2;69;15,519;5,1
5,2|70|;9;5,2;70;15,752;5,1
5,2|71|;9;5,2;71;15,985;5,1
5,2|72|;9;5,2;72;16,222;5,1
5,3|6|;9;5,3;6;1,515;5,2
5,3|7|;9;5,3;7;1,732;5,2
5,3|8|;9;5,3;8;1,95;5,2
5,3|9|;9;5,3;9;2,168;5,2
5,3|10|;9;5,3;10;2,388;5,2
5,3|11|;9;5,3;11;2,605;5,2
5,3|12|;9;5,3;12;2,825;5,2
5,3|13|;9;5,3;13;3,045;5,2
5,3|14|;9;5,3;14;3,264;5,2
5,3|15|;9;5,3;15;3,485;5,2
5,3|16|;9;5,3;16;3,705;5,2
5,3|17|;9;5,3;17;3,927;5,2
5,3|18|;9;5,3;18;4,148;5,2
5,3|19|;9;5,3;19;4,367;5,2
5,3|20|;9;5,3;20;4,592;5,2
5,3|21|;9;5,3;21;4,811;5,2
5,3|22|;9;5,3;22;5,032;5,2
5,3|23|;9;5,3;23;5,257;5,2
5,3|24|;9;5,3;24;5,48;5,2
5,3|25|;9;5,3;25;5,705;5,2
5,3|26|;9;5,3;26;5,929;5,2
5,3|27|;9;5,3;27;6,153;5,2
5,3|28|;9;5,3;28;6,372;5,2
5,3|29|;9;5,3;29;6,598;5,2
5,3|30|;9;5,3;30;6,824;5,2
5,3|31|;9;5,3;31;7,049;5,2
5,3|32|;9;5,3;32;7,276;5,2
5,3|33|;9;5,3;33;7,5;5,2
5,3|34|;9;5,3;34;7,725;5,2
5,3|35|;9;5,3;35;7,954;5,2
5,3|36|;9;5,3;36;8,18;5,2
5,3|37|;9;5,3;37;8,402;5,2
5,3|38|;9;5,3;38;8,634;5,2
5,3|39|;9;5,3;39;8,864;5,2
5,3|40|;9;5,3;40;9,088;5,2
5,3|41|;9;5,3;41;9,314;5,2
5,3|42|;9;5,3;42;9,544;5,2
5,3|43|;9;5,3;43;9,77;5,2
5,3|44|;9;5,3;44;10;5,2
5,3|45|;9;5,3;45;10,232;5,2
5,3|46|;9;5,3;46;10,464;5,2
5,3|47|;9;5,3;47;10,694;5,2
5,3|48|;9;5,3;48;10,918;5,2
5,3|49|;9;5,3;49;11,151;5,2
5,3|50|;9;5,3;50;11,38;5,2
5,3|51|;9;5,3;51;11,618;5,2
5,3|52|;9;5,3;52;11,852;5,2
5,3|53|;9;5,3;53;12,073;5,2
5,3|54|;9;5,3;54;12,309;5,2
5,3|55|;9;5,3;55;12,541;5,2
5,3|56|;9;5,3;56;12,772;5,2
5,3|57|;9;5,3;57;13,008;5,2
5,3|58|;9;5,3;58;13,239;5,2
5,3|59|;9;5,3;59;13,48;5,2
5,3|60|;9;5,3;60;13,712;5,2
5,3|61|;9;5,3;61;13,948;5,2
5,3|62|;9;5,3;62;14,179;5,2
5,3|63|;9;5,3;63;14,408;5,2
5,3|64|;9;5,3;64;14,649;5,2
5,3|65|;9;5,3;65;14,881;5,2
5,3|66|;9;5,3;66;15,117;5,2
5,3|67|;9;5,3;67;15,36;5,2
5,3|68|;9;5,3;68;15,6;5,2
5,3|69|;9;5,3;69;15,823;5,2
5,3|70|;9;5,3;70;16,074;5,2
5,3|71|;9;5,3;71;16,298;5,2
5,3|72|;9;5,3;72;16,539;5,2
5,4|6|;9;5,4;6;1,542;5,3
5,4|7|;9;5,4;7;1,764;5,3
5,4|8|;9;5,4;8;1,987;5,3
5,4|9|;9;5,4;9;2,209;5,3
5,4|10|;9;5,4;10;2,432;5,3
5,4|11|;9;5,4;11;2,654;5,3
5,4|12|;9;5,4;12;2,878;5,3
5,4|13|;9;5,4;13;3,1;5,3
5,4|14|;9;5,4;14;3,325;5,3
5,4|15|;9;5,4;15;3,551;5,3
5,4|16|;9;5,4;16;3,772;5,3
5,4|17|;9;5,4;17;3,999;5,3
5,4|18|;9;5,4;18;4,223;5,3
5,4|19|;9;5,4;19;4,45;5,3
5,4|20|;9;5,4;20;4,676;5,3
5,4|21|;9;5,4;21;4,903;5,3
5,4|22|;9;5,4;22;5,129;5,3
5,4|23|;9;5,4;23;5,353;5,3
5,4|24|;9;5,4;24;5,58;5,3
5,4|25|;9;5,4;25;5,81;5,3
5,4|26|;9;5,4;26;6,038;5,3
5,4|27|;9;5,4;27;6,266;5,3
5,4|28|;9;5,4;28;6,495;5,3
5,4|29|;9;5,4;29;6,725;5,3
5,4|30|;9;5,4;30;6,95;5,3
5,4|31|;9;5,4;31;7,179;5,3
5,4|32|;9;5,4;32;7,411;5,3
5,4|33|;9;5,4;33;7,639;5,3
5,4|34|;9;5,4;34;7,868;5,3
5,4|35|;9;5,4;35;8,101;5,3
5,4|36|;9;5,4;36;8,331;5,3
5,4|37|;9;5,4;37;8,565;5,3
5,4|38|;9;5,4;38;8,794;5,3
5,4|39|;9;5,4;39;9,028;5,3
5,4|40|;9;5,4;40;9,264;5,3
5,4|41|;9;5,4;41;9,494;5,3
5,4|42|;9;5,4;42;9,729;5,3
5,4|43|;9;5,4;43;9,959;5,3
5,4|44|;9;5,4;44;10,193;5,3
5,4|45|;9;5,4;45;10,43;5,3
5,4|46|;9;5,4;46;10,657;5,3
5,4|47|;9;5,4;47;10,891;5,3
5,4|48|;9;5,4;48;11,129;5,3
5,4|49|;9;5,4;49;11,367;5,3
5,4|50|;9;5,4;50;11,6;5,3
5,4|51|;9;5,4;51;11,832;5,3
5,4|52|;9;5,4;52;12,07;5,3
5,4|53|;9;5,4;53;12,307;5,3
5,4|54|;9;5,4;54;12,546;5,3
5,4|55|;9;5,4;55;12,783;5,3
5,4|56|;9;5,4;56;13,019;5,3
5,4|57|;9;5,4;57;13,259;5,3
5,4|58|;9;5,4;58;13,494;5,3
5,4|59|;9;5,4;59;13,74;5,3
5,4|60|;9;5,4;60;13,976;5,3
5,4|61|;9;5,4;61;14,216;5,3
5,4|62|;9;5,4;62;14,452;5,3
5,4|63|;9;5,4;63;14,685;5,3
5,4|64|;9;5,4;64;14,931;5,3
5,4|65|;9;5,4;65;15,167;5,3
5,4|66|;9;5,4;66;15,407;5,3
5,4|67|;9;5,4;67;15,655;5,3
5,4|68|;9;5,4;68;15,899;5,3
5,4|69|;9;5,4;69;16,14;5,3
5,4|70|;9;5,4;70;16,382;5,3
5,4|71|;9;5,4;71;16,624;5,3
5,4|72|;9;5,4;72;16,856;5,3
5,5|6|;9;5,5;6;1,57;5,4
5,5|7|;9;5,5;7;1,796;5,4
5,5|8|;9;5,5;8;2,022;5,4
5,5|9|;9;5,5;9;2,249;5,4
5,5|10|;9;5,5;10;2,476;5,4
5,5|11|;9;5,5;11;2,702;5,4
5,5|12|;9;5,5;12;2,931;5,4
5,5|13|;9;5,5;13;3,157;5,4
5,5|14|;9;5,5;14;3,387;5,4
5,5|15|;9;5,5;15;3,614;5,4
5,5|16|;9;5,5;16;3,843;5,4
5,5|17|;9;5,5;17;4,074;5,4
5,5|18|;9;5,5;18;4,302;5,4
5,5|19|;9;5,5;19;4,53;5,4
5,5|20|;9;5,5;20;4,76;5,4
5,5|21|;9;5,5;21;4,991;5,4
5,5|22|;9;5,5;22;5,221;5,4
5,5|23|;9;5,5;23;5,455;5,4
5,5|24|;9;5,5;24;5,686;5,4
5,5|25|;9;5,5;25;5,915;5,4
5,5|26|;9;5,5;26;6,147;5,4
5,5|27|;9;5,5;27;6,38;5,4
5,5|28|;9;5,5;28;6,612;5,4
5,5|29|;9;5,5;29;6,847;5,4
5,5|30|;9;5,5;30;7,082;5,4
5,5|31|;9;5,5;31;7,315;5,4
5,5|32|;9;5,5;32;7,545;5,4
5,5|33|;9;5,5;33;7,784;5,4
5,5|34|;9;5,5;34;8,018;5,4
5,5|35|;9;5,5;35;8,255;5,4
5,5|36|;9;5,5;36;8,489;5,4
5,5|37|;9;5,5;37;8,72;5,4
5,5|38|;9;5,5;38;8,961;5,4
5,5|39|;9;5,5;39;9,192;5,4
5,5|40|;9;5,5;40;9,432;5,4
5,5|41|;9;5,5;41;9,666;5,4
5,5|42|;9;5,5;42;9,905;5,4
5,5|43|;9;5,5;43;10,148;5,4
5,5|44|;9;5,5;44;10,387;5,4
5,5|45|;9;5,5;45;10,619;5,4
5,5|46|;9;5,5;46;10,86;5,4
5,5|47|;9;5,5;47;11,098;5,4
5,5|48|;9;5,5;48;11,34;5,4
5,5|49|;9;5,5;49;11,582;5,4
5,5|50|;9;5,5;50;11,82;5,4
5,5|51|;9;5,5;51;12,057;5,4
5,5|52|;9;5,5;52;12,299;5,4
5,5|53|;9;5,5;53;12,54;5,4
5,5|54|;9;5,5;54;12,784;5,4
5,5|55|;9;5,5;55;13,025;5,4
5,5|56|;9;5,5;56;13,265;5,4
5,5|57|;9;5,5;57;13,509;5,4
5,5|58|;9;5,5;58;13,749;5,4
5,5|59|;9;5,5;59;13,988;5,4
5,5|60|;9;5,5;60;14,24;5,4
5,5|61|;9;5,5;61;14,484;5,4
5,5|62|;9;5,5;62;14,724;5,4
5,5|63|;9;5,5;63;14,962;5,4
5,5|64|;9;5,5;64;15,212;5,4
5,5|65|;9;5,5;65;15,453;5,4
5,5|66|;9;5,5;66;15,698;5,4
5,5|67|;9;5,5;67;15,95;5,4
5,5|68|;9;5,5;68;16,198;5,4
5,5|69|;9;5,5;69;16,444;5,4
5,5|70|;9;5,5;70;16,69;5,4
5,5|71|;9;5,5;71;16,937;5,4
5,5|72|;9;5,5;72;17,187;5,4
5,6|6|;9;5,6;6;1,599;5,5
5,6|7|;9;5,6;7;1,829;5,5
5,6|8|;9;5,6;8;2,059;5,5
5,6|9|;9;5,6;9;2,288;5,5
5,6|10|;9;5,6;10;2,52;5,5
5,6|11|;9;5,6;11;2,751;5,5
5,6|12|;9;5,6;12;2,981;5,5
5,6|13|;9;5,6;13;3,214;5,5
5,6|14|;9;5,6;14;3,446;5,5
5,6|15|;9;5,6;15;3,68;5,5
5,6|16|;9;5,6;16;3,913;5,5
5,6|17|;9;5,6;17;4,145;5,5
5,6|18|;9;5,6;18;4,378;5,5
5,6|19|;9;5,6;19;4,614;5,5
5,6|20|;9;5,6;20;4,848;5,5
5,6|21|;9;5,6;21;5,079;5,5
5,6|22|;9;5,6;22;5,318;5,5
5,6|23|;9;5,6;23;5,551;5,5
5,6|24|;9;5,6;24;5,787;5,5
5,6|25|;9;5,6;25;6,025;5,5
5,6|26|;9;5,6;26;6,262;5,5
5,6|27|;9;5,6;27;6,498;5,5
5,6|28|;9;5,6;28;6,736;5,5
5,6|29|;9;5,6;29;6,969;5,5
5,6|30|;9;5,6;30;7,208;5,5
5,6|31|;9;5,6;31;7,446;5,5
5,6|32|;9;5,6;32;7,686;5,5
5,6|33|;9;5,6;33;7,923;5,5
5,6|34|;9;5,6;34;8,16;5,5
5,6|35|;9;5,6;35;8,402;5,5
5,6|36|;9;5,6;36;8,64;5,5
5,6|37|;9;5,6;37;8,883;5,5
5,6|38|;9;5,6;38;9,12;5,5
5,6|39|;9;5,6;39;9,363;5,5
5,6|40|;9;5,6;40;9,608;5,5
5,6|41|;9;5,6;41;9,847;5,5
5,6|42|;9;5,6;42;10,09;5,5
5,6|43|;9;5,6;43;10,329;5,5
5,6|44|;9;5,6;44;10,572;5,5
5,6|45|;9;5,6;45;10,817;5,5
5,6|46|;9;5,6;46;11,062;5,5
5,6|47|;9;5,6;47;11,305;5,5
5,6|48|;9;5,6;48;11,542;5,5
5,6|49|;9;5,6;49;11,788;5,5
5,6|50|;9;5,6;50;12,04;5,5
5,6|51|;9;5,6;51;12,281;5,5
5,6|52|;9;5,6;52;12,528;5,5
5,6|53|;9;5,6;53;12,773;5,5
5,6|54|;9;5,6;54;13,022;5,5
5,6|55|;9;5,6;55;13,267;5,5
5,6|56|;9;5,6;56;13,512;5,5
5,6|57|;9;5,6;57;13,76;5,5
5,6|58|;9;5,6;58;14,004;5,5
5,6|59|;9;5,6;59;14,247;5,5
5,6|60|;9;5,6;60;14,504;5,5
5,6|61|;9;5,6;61;14,753;5,5
5,6|62|;9;5,6;62;14,997;5,5
5,6|63|;9;5,6;63;15,239;5,5
5,6|64|;9;5,6;64;15,494;5,5
5,6|65|;9;5,6;65;15,739;5,5
5,6|66|;9;5,6;66;15,988;5,5
5,6|67|;9;5,6;67;16,245;5,5
5,6|68|;9;5,6;68;16,497;5,5
5,6|69|;9;5,6;69;16,748;5,5
5,6|70|;9;5,6;70;16,998;5,5
5,6|71|;9;5,6;71;17,249;5,5
5,6|72|;9;5,6;72;17,504;5,5
5,7|6|;9;5,7;6;1,626;5,6
5,7|7|;9;5,7;7;1,861;5,6
5,7|8|;9;5,7;8;2,094;5,6
5,7|9|;9;5,7;9;2,33;5,6
5,7|10|;9;5,7;10;2,564;5,6
5,7|11|;9;5,7;11;2,799;5,6
5,7|12|;9;5,7;12;3,034;5,6
5,7|13|;9;5,7;13;3,272;5,6
5,7|14|;9;5,7;14;3,507;5,6
5,7|15|;9;5,7;15;3,743;5,6
5,7|16|;9;5,7;16;3,98;5,6
5,7|17|;9;5,7;17;4,22;5,6
5,7|18|;9;5,7;18;4,457;5,6
5,7|19|;9;5,7;19;4,693;5,6
5,7|20|;9;5,7;20;4,932;5,6
5,7|21|;9;5,7;21;5,172;5,6
5,7|22|;9;5,7;22;5,41;5,6
5,7|23|;9;5,7;23;5,648;5,6
5,7|24|;9;5,7;24;5,888;5,6
5,7|25|;9;5,7;25;6,13;5,6
5,7|26|;9;5,7;26;6,371;5,6
5,7|27|;9;5,7;27;6,612;5,6
5,7|28|;9;5,7;28;6,853;5,6
5,7|29|;9;5,7;29;7,097;5,6
5,7|30|;9;5,7;30;7,34;5,6
5,7|31|;9;5,7;31;7,582;5,6
5,7|32|;9;5,7;32;7,82;5,6
5,7|33|;9;5,7;33;8,068;5,6
5,7|34|;9;5,7;34;8,31;5,6
5,7|35|;9;5,7;35;8,556;5,6
5,7|36|;9;5,7;36;8,799;5,6
5,7|37|;9;5,7;37;9,039;5,6
5,7|38|;9;5,7;38;9,288;5,6
5,7|39|;9;5,7;39;9,527;5,6
5,7|40|;9;5,7;40;9,776;5,6
5,7|41|;9;5,7;41;10,019;5,6
5,7|42|;9;5,7;42;10,266;5,6
5,7|43|;9;5,7;43;10,518;5,6
5,7|44|;9;5,7;44;10,765;5,6
5,7|45|;9;5,7;45;11,006;5,6
5,7|46|;9;5,7;46;11,255;5,6
5,7|47|;9;5,7;47;11,502;5,6
5,7|48|;9;5,7;48;11,753;5,6
5,7|49|;9;5,7;49;12,004;5,6
5,7|50|;9;5,7;50;12,25;5,6
5,7|51|;9;5,7;51;12,506;5,6
5,7|52|;9;5,7;52;12,746;5,6
5,7|53|;9;5,7;53;13,006;5,6
5,7|54|;9;5,7;54;13,248;5,6
5,7|55|;9;5,7;55;13,498;5,6
5,7|56|;9;5,7;56;13,758;5,6
5,7|57|;9;5,7;57;14,011;5,6
5,7|58|;9;5,7;58;14,26;5,6
5,7|59|;9;5,7;59;14,507;5,6
5,7|60|;9;5,7;60;14,768;5,6
5,7|61|;9;5,7;61;15,021;5,6
5,7|62|;9;5,7;62;15,27;5,6
5,7|63|;9;5,7;63;15,516;5,6
5,7|64|;9;5,7;64;15,776;5,6
5,7|65|;9;5,7;65;16,038;5,6
5,7|66|;9;5,7;66;16,292;5,6
5,7|67|;9;5,7;67;16,539;5,6
5,7|68|;9;5,7;68;16,796;5,6
5,7|69|;9;5,7;69;17,051;5,6
5,7|70|;9;5,7;70;17,306;5,6
5,7|71|;9;5,7;71;17,561;5,6
5,7|72|;9;5,7;72;17,82;5,6
5,8|6|;9;5,8;6;1,654;5,7
5,8|7|;9;5,8;7;1,892;5,7
5,8|8|;9;5,8;8;2,131;5,7
5,8|9|;9;5,8;9;2,369;5,7
5,8|10|;9;5,8;10;2,608;5,7
5,8|11|;9;5,8;11;2,847;5,7
5,8|12|;9;5,8;12;3,087;5,7
5,8|13|;9;5,8;13;3,326;5,7
5,8|14|;9;5,8;14;3,569;5,7
5,8|15|;9;5,8;15;3,809;5,7
5,8|16|;9;5,8;16;4,051;5,7
5,8|17|;9;5,8;17;4,291;5,7
5,8|18|;9;5,8;18;4,533;5,7
5,8|19|;9;5,8;19;4,777;5,7
5,8|20|;9;5,8;20;5,02;5,7
5,8|21|;9;5,8;21;5,26;5,7
5,8|22|;9;5,8;22;5,503;5,7
5,8|23|;9;5,8;23;5,749;5,7
5,8|24|;9;5,8;24;5,993;5,7
5,8|25|;9;5,8;25;6,235;5,7
5,8|26|;9;5,8;26;6,48;5,7
5,8|27|;9;5,8;27;6,725;5,7
5,8|28|;9;5,8;28;6,971;5,7
5,8|29|;9;5,8;29;7,218;5,7
5,8|30|;9;5,8;30;7,466;5,7
5,8|31|;9;5,8;31;7,712;5,7
5,8|32|;9;5,8;32;7,961;5,7
5,8|33|;9;5,8;33;8,207;5,7
5,8|34|;9;5,8;34;8,453;5,7
5,8|35|;9;5,8;35;8,703;5,7
5,8|36|;9;5,8;36;8,95;5,7
5,8|37|;9;5,8;37;9,201;5,7
5,8|38|;9;5,8;38;9,447;5,7
5,8|39|;9;5,8;39;9,699;5,7
5,8|40|;9;5,8;40;9,952;5,7
5,8|41|;9;5,8;41;10,199;5,7
5,8|42|;9;5,8;42;10,451;5,7
5,8|43|;9;5,8;43;10,699;5,7
5,8|44|;9;5,8;44;10,95;5,7
5,8|45|;9;5,8;45;11,204;5,7
5,8|46|;9;5,8;46;11,458;5,7
5,8|47|;9;5,8;47;11,709;5,7
5,8|48|;9;5,8;48;11,964;5,7
5,8|49|;9;5,8;49;12,219;5,7
5,8|50|;9;5,8;50;12,47;5,7
5,8|51|;9;5,8;51;12,72;5,7
5,8|52|;9;5,8;52;12,975;5,7
5,8|53|;9;5,8;53;13,229;5,7
5,8|54|;9;5,8;54;13,486;5,7
5,8|55|;9;5,8;55;13,74;5,7
5,8|56|;9;5,8;56;14,004;5,7
5,8|57|;9;5,8;57;14,25;5,7
5,8|58|;9;5,8;58;14,515;5,7
5,8|59|;9;5,8;59;14,766;5,7
5,8|60|;9;5,8;60;15,032;5,7
5,8|61|;9;5,8;61;15,29;5,7
5,8|62|;9;5,8;62;15,543;5,7
5,8|63|;9;5,8;63;15,806;5,7
5,8|64|;9;5,8;64;16,057;5,7
5,8|65|;9;5,8;65;16,324;5,7
5,8|66|;9;5,8;66;16,582;5,7
5,8|67|;9;5,8;67;16,834;5,7
5,8|68|;9;5,8;68;17,096;5,7
5,8|69|;9;5,8;69;17,355;5,7
5,8|70|;9;5,8;70;17,614;5,7
5,8|71|;9;5,8;71;17,888;5,7
5,8|72|;9;5,8;72;18,137;5,7
5,9|6|;9;5,9;6;1,683;5,8
5,9|7|;9;5,9;7;1,924;5,8
5,9|8|;9;5,9;8;2,166;5,8
5,9|9|;9;5,9;9;2,409;5,8
5,9|10|;9;5,9;10;2,652;5,8
5,9|11|;9;5,9;11;2,896;5,8
5,9|12|;9;5,9;12;3,14;5,8
5,9|13|;9;5,9;13;3,383;5,8
5,9|14|;9;5,9;14;3,628;5,8
5,9|15|;9;5,9;15;3,875;5,8
5,9|16|;9;5,9;16;4,118;5,8
5,9|17|;9;5,9;17;4,363;5,8
5,9|18|;9;5,9;18;4,612;5,8
5,9|19|;9;5,9;19;4,857;5,8
5,9|20|;9;5,9;20;5,104;5,8
5,9|21|;9;5,9;21;5,352;5,8
5,9|22|;9;5,9;22;5,6;5,8
5,9|23|;9;5,9;23;5,846;5,8
5,9|24|;9;5,9;24;6,094;5,8
5,9|25|;9;5,9;25;6,345;5,8
5,9|26|;9;5,9;26;6,594;5,8
5,9|27|;9;5,9;27;6,844;5,8
5,9|28|;9;5,9;28;7,094;5,8
5,9|29|;9;5,9;29;7,34;5,8
5,9|30|;9;5,9;30;7,592;5,8
5,9|31|;9;5,9;31;7,842;5,8
5,9|32|;9;5,9;32;8,096;5,8
5,9|33|;9;5,9;33;8,345;5,8
5,9|34|;9;5,9;34;8,602;5,8
5,9|35|;9;5,9;35;8,85;5,8
5,9|36|;9;5,9;36;9,108;5,8
5,9|37|;9;5,9;37;9,357;5,8
5,9|38|;9;5,9;38;9,614;5,8
5,9|39|;9;5,9;39;9,863;5,8
5,9|40|;9;5,9;40;10,12;5,8
5,9|41|;9;5,9;41;10,372;5,8
5,9|42|;9;5,9;42;10,628;5,8
5,9|43|;9;5,9;43;10,888;5,8
5,9|44|;9;5,9;44;11,144;5,8
5,9|45|;9;5,9;45;11,402;5,8
5,9|46|;9;5,9;46;11,66;5,8
5,9|47|;9;5,9;47;11,916;5,8
5,9|48|;9;5,9;48;12,166;5,8
5,9|49|;9;5,9;49;12,425;5,8
5,9|50|;9;5,9;50;12,69;5,8
5,9|51|;9;5,9;51;12,944;5,8
5,9|52|;9;5,9;52;13,204;5,8
5,9|53|;9;5,9;53;13,462;5,8
5,9|54|;9;5,9;54;13,724;5,8
5,9|55|;9;5,9;55;13,982;5,8
5,9|56|;9;5,9;56;14,24;5,8
5,9|57|;9;5,9;57;14,501;5,8
5,9|58|;9;5,9;58;14,77;5,8
5,9|59|;9;5,9;59;15,026;5,8
5,9|60|;9;5,9;60;15,296;5,8
5,9|61|;9;5,9;61;15,558;5,8
5,9|62|;9;5,9;62;15,816;5,8
5,9|63|;9;5,9;63;16,083;5,8
5,9|64|;9;5,9;64;16,339;5,8
5,9|65|;9;5,9;65;16,61;5,8
5,9|66|;9;5,9;66;16,872;5,8
5,9|67|;9;5,9;67;17,129;5,8
5,9|68|;9;5,9;68;17,395;5,8
5,9|69|;9;5,9;69;17,658;5,8
5,9|70|;9;5,9;70;17,936;5,8
5,9|71|;9;5,9;71;18,2;5,8
5,9|72|;9;5,9;72;18,468;5,8
6|6|;9;6;6;1,71;5,9
6|7|;9;6;7;1,956;5,9
6|8|;9;6;8;2,203;5,9
6|9|;9;6;9;2,448;5,9
6|10|;9;6;10;2,696;5,9
6|11|;9;6;11;2,944;5,9
6|12|;9;6;12;3,192;5,9
6|13|;9;6;13;3,441;5,9
6|14|;9;6;14;3,689;5,9
6|15|;9;6;15;3,938;5,9
6|16|;9;6;16;4,188;5,9
6|17|;9;6;17;4,437;5,9
6|18|;9;6;18;4,688;5,9
6|19|;9;6;19;4,937;5,9
6|20|;9;6;20;5,188;5,9
6|21|;9;6;21;5,441;5,9
6|22|;9;6;22;5,692;5,9
6|23|;9;6;23;5,947;5,9
6|24|;9;6;24;6,2;5,9
6|25|;9;6;25;6,45;5,9
6|26|;9;6;26;6,704;5,9
